OrderID,OrderDate,DaysToProcessOrder,CustomerID
5955,3/19/2020,1,5053
5956,3/19/2020,3,5531
5957,3/19/2020,2,3308
5958,3/19/2020,2,1480
5959,3/19/2020,2,7481
5960,3/19/2020,3,3307
5961,3/19/2020,1,3325
5962,3/19/2020,3,3327
5963,3/19/2020,1,3349
5964,3/19/2020,9,3669
5965,3/19/2020,2,5090
5966,3/19/2020,3,3053
5967,3/19/2020,1,3055
5968,3/19/2020,2,2000
5969,3/20/2020,1,3231
5970,3/20/2020,2,5106
5971,3/20/2020,3,4558
5972,3/20/2020,1,1653
5973,3/20/2020,2,3261
5974,3/21/2020,2,4409
5975,3/21/2020,3,4204
5976,3/21/2020,2,3280
5977,3/21/2020,2,5099
5978,3/21/2020,3,1667
5979,3/22/2020,2,6944
5980,3/22/2020,2,8068
5981,3/22/2020,3,2816
5982,3/22/2020,7,1463
5983,3/22/2020,2,3277
5984,3/22/2020,1,3300
5985,3/22/2020,11,2008
5986,3/22/2020,3,4770
5987,3/23/2020,1,4679
5988,3/23/2020,2,4689
5989,3/23/2020,3,6743
5990,3/23/2020,8,2107
5991,3/23/2020,2,6517
5992,3/23/2020,2,1638
5993,3/23/2020,1,3671
5994,3/23/2020,2,3856
5995,3/23/2020,3,4015
5996,3/23/2020,5,3225
5997,3/23/2020,1,5081
5998,3/23/2020,1,5085
5999,3/23/2020,2,4751
6000,3/23/2020,5,4764
6001,3/23/2020,1,4434
6002,3/23/2020,3,1662
6003,3/23/2020,2,1997
6004,3/23/2020,2,4765
6005,3/23/2020,2,4769
6006,3/24/2020,3,6897
6007,3/24/2020,2,7485
6008,3/24/2020,2,3288
6009,3/24/2020,1,3674
6010,3/24/2020,2,3262
6011,3/24/2020,1,5082
6012,3/24/2020,2,1998
6013,3/25/2020,1,6200
6014,3/25/2020,1,5260
6015,3/25/2020,1,4149
6016,3/25/2020,2,2888
6017,3/25/2020,2,242
6018,3/25/2020,2,1659
6019,3/25/2020,1,3667
6020,3/25/2020,3,5083
6021,3/25/2020,2,4762
6022,3/26/2020,2,6970
6023,3/26/2020,11,2891
6024,3/26/2020,2,3438
6025,3/26/2020,3,5110
6026,3/26/2020,7,2002
6027,3/27/2020,2,6960
6028,3/27/2020,1,5052
6029,3/27/2020,2,5206
6030,3/27/2020,2,1654
6031,3/27/2020,2,3378
6032,3/27/2020,1,2010
6033,3/27/2020,1,1664
6034,3/28/2020,2,6961
6035,3/28/2020,1,6742
6036,3/28/2020,2,6969
6037,3/28/2020,1,1500
6038,3/28/2020,2,3324
6039,3/28/2020,6,3239
6040,3/28/2020,3,5368
6041,3/28/2020,3,3039
6042,3/28/2020,1,1666
6043,3/29/2020,2,6934
6044,3/29/2020,3,4688
6045,3/29/2020,3,4925
6046,3/29/2020,2,6963
6047,3/29/2020,3,4926
6048,3/29/2020,3,6771
6049,3/29/2020,2,2890
6050,3/29/2020,9,1488
6051,3/29/2020,3,3301
6052,3/29/2020,1,3309
6053,3/29/2020,2,3677
6054,3/29/2020,3,5097
6055,3/29/2020,7,3650
6056,3/29/2020,2,1665
6057,3/29/2020,1,4763
6058,3/30/2020,1,6723
6059,3/30/2020,2,5205
6060,3/30/2020,3,2638
6061,3/30/2020,3,5918
6062,3/30/2020,2,1641
6063,3/30/2020,4,1646
6064,3/30/2020,2,3265
6065,3/30/2020,2,3367
6066,3/30/2020,1,5108
6067,3/30/2020,2,2009
6068,3/30/2020,11,3059
6069,3/30/2020,2,4776
6070,3/31/2020,1,6636
6071,3/31/2020,2,8047
6072,3/31/2020,1,6677
6073,3/31/2020,3,7452
6074,3/31/2020,1,3524
6075,3/31/2020,3,3260
6076,3/31/2020,2,5088
6077,3/31/2020,3,4570
6078,3/31/2020,3,4556
6079,3/31/2020,11,3108
6080,3/31/2020,2,4753
6081,4/1/2020,3,2896
6082,4/1/2020,3,3311
6083,4/1/2020,1,3379
6084,4/1/2020,2,5287
6085,4/1/2020,3,1995
6086,4/2/2020,3,6959
6087,4/2/2020,2,1928
6088,4/2/2020,3,7484
6089,4/2/2020,2,1496
6090,4/2/2020,1,3381
6091,4/2/2020,1,4756
6092,4/2/2020,1,4759
6093,4/3/2020,3,6967
6094,4/3/2020,3,243
6095,4/3/2020,5,3276
6096,4/3/2020,2,3304
6097,4/3/2020,1,3306
6098,4/3/2020,3,1660
6099,4/4/2020,2,6966
6100,4/4/2020,3,455
6101,4/4/2020,3,3380
6102,4/4/2020,3,3864
6103,4/4/2020,3,5272
6104,4/5/2020,1,6949
6105,4/5/2020,3,3278
6106,4/5/2020,1,3237
6107,4/5/2020,1,5096
6108,4/6/2020,2,1028
6109,4/6/2020,2,3348
6110,4/6/2020,1,5105
6111,4/6/2020,11,5093
6112,4/6/2020,2,5300
6113,4/6/2020,1,4571
6114,4/6/2020,1,1663
6115,4/6/2020,3,4752
6116,4/7/2020,1,1649
6117,4/7/2020,1,3236
6118,4/7/2020,1,5299
6119,4/7/2020,2,5406
6120,4/8/2020,2,6199
6121,4/8/2020,2,6210
6122,4/8/2020,1,6959
6123,4/8/2020,3,1485
6124,4/8/2020,2,5733
6125,4/8/2020,1,4352
6126,4/8/2020,2,3326
6127,4/8/2020,1,3668
6128,4/8/2020,1,5092
6129,4/8/2020,1,1658
6130,4/8/2020,4,1994
6131,4/8/2020,2,2004
6132,4/8/2020,1,4760
6133,4/9/2020,1,5262
6134,4/9/2020,1,2087
6135,4/9/2020,2,3672
6136,4/9/2020,1,3586
6137,4/9/2020,3,5095
6138,4/9/2020,2,4563
6139,4/9/2020,2,4569
6140,4/9/2020,2,2161
6141,4/9/2020,1,1996
6142,4/9/2020,6,2006
6143,4/10/2020,3,4921
6144,4/10/2020,3,6630
6145,4/10/2020,3,4932
6146,4/10/2020,5,4202
6147,4/10/2020,8,3287
6148,4/10/2020,10,3305
6149,4/10/2020,1,3347
6150,4/10/2020,1,3673
6151,4/10/2020,3,2162
6152,4/10/2020,1,3054
6153,4/11/2020,1,6893
6154,4/11/2020,3,4678
6155,4/11/2020,1,4701
6156,4/11/2020,3,337
6157,4/11/2020,1,5091
6158,4/11/2020,1,3375
6159,4/11/2020,4,5098
6160,4/11/2020,3,1654
6161,4/11/2020,3,1661
6162,4/11/2020,2,2001
6163,4/12/2020,3,7774
6164,4/12/2020,11,7827
6165,4/12/2020,3,8041
6166,4/12/2020,3,7567
6167,4/12/2020,1,8067
6168,4/12/2020,1,7582
6169,4/12/2020,3,7694
6170,4/12/2020,1,7616
6171,4/12/2020,5,7869
6172,4/12/2020,3,8116
6173,4/12/2020,11,7746
6174,4/12/2020,2,7607
6175,4/12/2020,3,7911
6176,4/12/2020,2,7615
6177,4/12/2020,1,7606
6178,4/12/2020,3,8077
6179,4/12/2020,1,7829
6180,4/12/2020,2,7807
6181,4/12/2020,1,7763
6182,4/12/2020,3,7491
6183,4/12/2020,2,7891
6184,4/12/2020,3,8001
6185,4/12/2020,2,7649
6186,4/12/2020,1,7691
6187,4/12/2020,1,7663
6188,4/12/2020,2,7547
6189,4/12/2020,4,8020
6190,4/12/2020,11,8002
6191,4/12/2020,2,7499
6192,4/12/2020,7,7685
6193,4/12/2020,3,7939
6194,4/12/2020,3,7638
6195,4/12/2020,1,7656
6196,4/12/2020,2,7877
6197,4/12/2020,2,7736
6198,4/12/2020,2,7996
6199,4/12/2020,5,7674
6200,4/12/2020,1,7601
6201,4/12/2020,3,7975
6202,4/12/2020,2,8069
6203,4/12/2020,2,7773
6204,4/12/2020,4,7780
6205,4/12/2020,2,7860
6206,4/12/2020,4,7846
6207,4/12/2020,2,7706
6208,4/12/2020,2,7892
6209,4/12/2020,1,7826
6210,4/12/2020,1,7813
6211,4/12/2020,1,7551
6212,4/12/2020,2,8111
6213,4/12/2020,7,7881
6214,4/12/2020,3,7851
6215,4/12/2020,3,7960
6216,4/12/2020,3,7612
6217,4/12/2020,7,7828
6218,4/12/2020,3,7797
6219,4/12/2020,1,7660
6220,4/12/2020,3,7522
6221,4/12/2020,1,8050
6222,4/12/2020,1,7784
6223,4/12/2020,3,7720
6224,4/12/2020,3,7922
6225,4/12/2020,2,7608
6226,4/12/2020,2,7648
6227,4/12/2020,3,7535
6228,4/12/2020,3,8059
6229,4/12/2020,2,7572
6230,4/12/2020,1,7596
6231,4/12/2020,2,7983
6232,4/12/2020,1,7994
6233,4/12/2020,1,7589
6234,4/12/2020,3,8106
6235,4/12/2020,1,7785
6236,4/12/2020,3,8098
6237,4/12/2020,1,6790
6238,4/12/2020,2,5389
6239,4/12/2020,3,5393
6240,4/12/2020,1,6825
6241,4/12/2020,1,6874
6242,4/12/2020,1,5287
6243,4/12/2020,2,3664
6244,4/12/2020,3,1502
6245,4/12/2020,1,4852
6246,4/12/2020,9,4883
6247,4/12/2020,2,3122
6248,4/13/2020,3,5195
6249,4/13/2020,2,5536
6250,4/13/2020,1,5201
6251,4/13/2020,5,6982
6252,4/13/2020,7,2904
6253,4/13/2020,2,1858
6254,4/13/2020,2,4186
6255,4/13/2020,3,4193
6256,4/13/2020,2,4208
6257,4/13/2020,1,4144
6258,4/13/2020,2,4146
6259,4/13/2020,2,2179
6260,4/13/2020,3,3110
6261,4/14/2020,3,6797
6262,4/14/2020,1,4721
6263,4/14/2020,2,2912
6264,4/14/2020,9,4172
6265,4/14/2020,9,5340
6266,4/15/2020,1,6732
6267,4/15/2020,2,5392
6268,4/15/2020,3,5401
6269,4/15/2020,2,6776
6270,4/15/2020,10,1461
6271,4/15/2020,2,347
6272,4/15/2020,2,1855
6273,4/15/2020,2,4861
6274,4/15/2020,1,3419
6275,4/15/2020,3,4170
6276,4/15/2020,1,2268
6277,4/15/2020,1,4918
6278,4/16/2020,3,5203
6279,4/16/2020,2,5253
6280,4/16/2020,5,5350
6281,4/16/2020,11,380
6282,4/16/2020,2,1860
6283,4/16/2020,2,4023
6284,4/16/2020,3,3401
6285,4/16/2020,1,3418
6286,4/16/2020,3,4211
6287,4/16/2020,1,3121
6288,4/17/2020,2,7022
6289,4/17/2020,2,721
6290,4/17/2020,2,4016
6291,4/17/2020,1,3412
6292,4/17/2020,1,2165
6293,4/18/2020,2,5233
6294,4/18/2020,1,4841
6295,4/18/2020,2,4214
6296,4/18/2020,1,4145
6297,4/18/2020,2,4153
6298,4/18/2020,8,3114
6299,4/18/2020,7,3116
6300,4/18/2020,1,2169
6301,4/18/2020,10,2243
6302,4/18/2020,3,2251
6303,4/18/2020,2,4923
6304,4/19/2020,2,5228
6305,4/19/2020,3,6848
6306,4/19/2020,3,5395
6307,4/19/2020,1,2467
6308,4/19/2020,1,1857
6309,4/19/2020,3,1522
6310,4/19/2020,3,4030
6311,4/19/2020,2,4769
6312,4/19/2020,2,4770
6313,4/19/2020,5,4209
6314,4/19/2020,2,4212
6315,4/19/2020,7,2175
6316,4/19/2020,3,2250
6317,4/20/2020,2,5292
6318,4/20/2020,1,2907
6319,4/20/2020,3,2911
6320,4/20/2020,1,1547
6321,4/20/2020,3,1856
6322,4/20/2020,3,4028
6323,4/20/2020,2,4033
6324,4/20/2020,3,3407
6325,4/20/2020,3,4180
6326,4/20/2020,1,3117
6327,4/21/2020,1,340
6328,4/21/2020,3,7464
6329,4/21/2020,2,4205
6330,4/21/2020,1,4121
6331,4/21/2020,3,4131
6332,4/21/2020,1,4181
6333,4/22/2020,1,5213
6334,4/22/2020,2,5242
6335,4/22/2020,3,6782
6336,4/22/2020,2,6800
6337,4/22/2020,1,5497
6338,4/22/2020,1,1736
6339,4/22/2020,10,1737
6340,4/22/2020,2,1809
6341,4/22/2020,1,3393
6342,4/22/2020,3,5118
6343,4/22/2020,2,4184
6344,4/22/2020,1,2172
6345,4/22/2020,1,4798
6346,4/23/2020,1,5230
6347,4/23/2020,3,6849
6348,4/23/2020,3,2560
6349,4/23/2020,2,4182
6350,4/23/2020,3,4123
6351,4/23/2020,3,3113
6352,4/23/2020,2,2173
6353,4/24/2020,1,5234
6354,4/24/2020,1,5257
6355,4/24/2020,3,6980
6356,4/24/2020,3,6834
6357,4/24/2020,3,4042
6358,4/24/2020,11,3257
6359,4/24/2020,1,4871
6360,4/24/2020,6,4021
6361,4/24/2020,2,4237
6362,4/24/2020,2,1739
6363,4/24/2020,1,1840
6364,4/24/2020,1,1713
6365,4/24/2020,3,4781
6366,4/24/2020,3,5408
6367,4/24/2020,2,3387
6368,4/24/2020,2,4206
6369,4/24/2020,1,2274
6370,4/24/2020,6,2275
6371,4/25/2020,2,5197
6372,4/25/2020,1,5236
6373,4/25/2020,2,2912
6374,4/25/2020,2,2897
6375,4/25/2020,2,1714
6376,4/25/2020,2,4130
6377,4/25/2020,3,2272
6378,4/26/2020,3,5214
6379,4/26/2020,3,5290
6380,4/26/2020,3,6785
6381,4/26/2020,3,7001
6382,4/26/2020,3,4044
6383,4/26/2020,3,4842
6384,4/26/2020,5,4771
6385,4/26/2020,1,3399
6386,4/26/2020,1,2164
6387,4/26/2020,1,4926
6388,4/27/2020,3,5405
6389,4/27/2020,2,5409
6390,4/27/2020,2,3938
6391,4/27/2020,9,1746
6392,4/27/2020,3,4036
6393,4/27/2020,4,4128
6394,4/27/2020,3,5208
6395,4/28/2020,3,6812
6396,4/28/2020,1,5413
6397,4/28/2020,3,2663
6398,4/28/2020,2,4843
6399,4/28/2020,1,4835
6400,4/28/2020,3,3415
6401,4/28/2020,2,3416
6402,4/28/2020,1,4152
6403,4/28/2020,6,2168
6404,4/28/2020,1,2174
6405,4/28/2020,2,2177
6406,4/28/2020,1,2273
6407,4/28/2020,2,4045
6408,4/28/2020,7,2244
6409,4/28/2020,3,4925
6410,4/28/2020,3,4799
6411,4/29/2020,1,6973
6412,4/29/2020,3,1625
6413,4/29/2020,2,1854
6414,4/29/2020,3,4037
6415,4/29/2020,7,4863
6416,4/29/2020,3,5119
6417,4/29/2020,2,4171
6418,4/29/2020,1,2171
6419,4/29/2020,3,2246
6420,4/29/2020,4,2253
6421,4/29/2020,5,2254
6422,4/30/2020,2,5241
6423,4/30/2020,3,405
6424,4/30/2020,1,5719
6425,4/30/2020,1,1485
6426,4/30/2020,1,1549
6427,4/30/2020,1,2166
6428,4/30/2020,3,2176
6429,5/1/2020,3,3379
6430,5/1/2020,3,5394
6431,5/1/2020,3,6779
6432,5/1/2020,1,5564
6433,5/1/2020,3,1984
6434,5/1/2020,2,379
6435,5/1/2020,1,4782
6436,5/1/2020,2,4185
6437,5/1/2020,3,4179
6438,5/2/2020,3,6979
6439,5/2/2020,3,3720
6440,5/2/2020,10,4844
6441,5/2/2020,2,4853
6442,5/2/2020,3,3386
6443,5/3/2020,3,5311
6444,5/3/2020,1,2899
6445,5/3/2020,6,4828
6446,5/3/2020,3,3395
6447,5/3/2020,2,3115
6448,5/3/2020,1,5301
6449,5/4/2020,9,5256
6450,5/4/2020,3,6975
6451,5/4/2020,3,5269
6452,5/4/2020,2,841
6453,5/4/2020,2,2252
6454,5/4/2020,2,4919
6455,5/5/2020,3,5237
6456,5/5/2020,7,5258
6457,5/5/2020,3,6765
6458,5/5/2020,3,6826
6459,5/5/2020,3,6894
6460,5/5/2020,1,2139
6461,5/5/2020,2,2908
6462,5/5/2020,2,4041
6463,5/5/2020,1,4043
6464,5/5/2020,3,4845
6465,5/5/2020,2,4779
6466,5/5/2020,9,5116
6467,5/5/2020,5,4210
6468,5/5/2020,3,4136
6469,5/5/2020,3,2178
6470,5/6/2020,1,5229
6471,5/6/2020,1,6991
6472,5/6/2020,2,2391
6473,5/6/2020,3,601
6474,5/6/2020,3,2229
6475,5/6/2020,1,346
6476,5/6/2020,1,4029
6477,5/6/2020,2,4038
6478,5/6/2020,3,4846
6479,5/6/2020,3,4866
6480,5/6/2020,1,3414
6481,5/6/2020,1,4183
6482,5/6/2020,3,2163
6483,5/6/2020,1,2181
6484,5/6/2020,1,4922
6485,5/7/2020,2,5207
6486,5/7/2020,3,2624
6487,5/7/2020,1,1397
6488,5/7/2020,2,2898
6489,5/7/2020,1,5431
6490,5/7/2020,1,4772
6491,5/7/2020,2,4135
6492,5/7/2020,7,4921
6493,5/7/2020,1,4969
6494,5/8/2020,2,6769
6495,5/8/2020,1,6502
6496,5/8/2020,2,2905
6497,5/8/2020,2,4031
6498,5/8/2020,2,4039
6499,5/8/2020,2,4122
6500,5/8/2020,2,4134
6501,5/8/2020,1,2167
6502,5/8/2020,3,4874
6503,5/8/2020,10,2249
6504,5/8/2020,3,4920
6505,5/9/2020,1,5252
6506,5/9/2020,3,6766
6507,5/9/2020,3,6978
6508,5/9/2020,3,4224
6509,5/9/2020,3,2906
6510,5/9/2020,2,4034
6511,5/9/2020,1,4042
6512,5/9/2020,1,2259
6513,5/10/2020,1,5289
6514,5/10/2020,10,6774
6515,5/10/2020,1,3123
6516,5/10/2020,1,2170
6517,5/10/2020,3,2180
6518,5/10/2020,3,5274
6519,5/10/2020,1,4797
6520,5/11/2020,1,5259
6521,5/11/2020,4,6770
6522,5/11/2020,1,6778
6523,5/11/2020,2,1172
6524,5/11/2020,1,6367
6525,5/11/2020,6,6885
6526,5/11/2020,3,341
6527,5/11/2020,10,1658
6528,5/11/2020,10,3413
6529,5/11/2020,1,4151
6530,5/11/2020,5,4924
6531,5/12/2020,2,7957
6532,5/12/2020,1,8117
6533,5/12/2020,1,7890
6534,5/12/2020,2,7541
6535,5/12/2020,1,7988
6536,5/12/2020,2,7954
6537,5/12/2020,2,8110
6538,5/12/2020,6,8087
6539,5/12/2020,2,7990
6540,5/12/2020,3,7664
6541,5/12/2020,1,7948
6542,5/12/2020,3,7679
6543,5/12/2020,3,7556
6544,5/12/2020,1,7682
6545,5/12/2020,8,7629
6546,5/12/2020,1,8076
6547,5/12/2020,1,7867
6548,5/12/2020,3,7999
6549,5/12/2020,8,7951
6550,5/12/2020,2,8119
6551,5/12/2020,11,8047
6552,5/12/2020,3,7937
6553,5/12/2020,3,7686
6554,5/12/2020,3,7542
6555,5/12/2020,1,8057
6556,5/12/2020,9,8096
6557,5/12/2020,6,7573
6558,5/12/2020,11,7818
6559,5/12/2020,3,8109
6560,5/12/2020,3,7955
6561,5/12/2020,2,8025
6562,5/12/2020,10,8028
6563,5/12/2020,2,8078
6564,5/12/2020,2,8105
6565,5/12/2020,2,7985
6566,5/12/2020,1,7871
6567,5/12/2020,2,7714
6568,5/12/2020,2,7705
6569,5/12/2020,1,7507
6570,5/12/2020,8,8062
6571,5/12/2020,3,7505
6572,5/12/2020,1,7800
6573,5/12/2020,3,7515
6574,5/12/2020,5,7791
6575,5/12/2020,3,7560
6576,5/12/2020,1,7628
6577,5/12/2020,2,7726
6578,5/12/2020,8,7906
6579,5/12/2020,2,8046
6580,5/12/2020,2,7759
6581,5/12/2020,1,7782
6582,5/12/2020,1,7837
6583,5/12/2020,1,7719
6584,5/12/2020,3,7603
6585,5/12/2020,3,8011
6586,5/12/2020,2,7620
6587,5/12/2020,3,7701
6588,5/12/2020,7,7700
6589,5/12/2020,2,8034
6590,5/12/2020,2,7517
6591,5/12/2020,3,7786
6592,5/12/2020,2,7546
6593,5/12/2020,2,7832
6594,5/12/2020,3,7718
6595,5/12/2020,2,7788
6596,5/12/2020,3,8042
6597,5/12/2020,1,7932
6598,5/12/2020,3,7595
6599,5/12/2020,3,8049
6600,5/12/2020,2,7621
6601,5/12/2020,2,7511
6602,5/12/2020,1,8013
6603,5/12/2020,1,7799
6604,5/12/2020,2,7622
6605,5/12/2020,3,7830
6606,5/12/2020,3,7963
6607,5/12/2020,3,7897
6608,5/12/2020,1,7600
6609,5/12/2020,1,7993
6610,5/12/2020,1,7894
6611,5/12/2020,1,8030
6612,5/12/2020,3,7820
6613,5/12/2020,3,8044
6614,5/12/2020,1,7921
6615,5/12/2020,7,7947
6616,5/12/2020,2,7571
6617,5/12/2020,2,7987
6618,5/12/2020,1,7669
6619,5/12/2020,1,7677
6620,5/12/2020,2,8093
6621,5/12/2020,10,8019
6622,5/12/2020,1,7998
6623,5/12/2020,3,8032
6624,5/12/2020,3,7794
6625,5/12/2020,1,7733
6626,5/12/2020,2,7707
6627,5/12/2020,2,7592
6628,5/12/2020,3,7995
6629,5/12/2020,10,7721
6630,5/12/2020,1,7693
6631,5/12/2020,2,7618
6632,5/12/2020,1,7545
6633,5/12/2020,3,7642
6634,5/12/2020,1,7734
6635,5/12/2020,3,7898
6636,5/12/2020,2,7524
6637,5/12/2020,1,7912
6638,5/12/2020,2,8024
6639,5/12/2020,3,8114
6640,5/12/2020,1,7562
6641,5/12/2020,2,7755
6642,5/12/2020,5,8014
6643,5/12/2020,11,7903
6644,5/12/2020,1,7882
6645,5/12/2020,3,7970
6646,5/12/2020,1,7926
6647,5/12/2020,8,7590
6648,5/12/2020,3,7509
6649,5/12/2020,2,7848
6650,5/12/2020,8,7878
6651,5/12/2020,1,8097
6652,5/12/2020,2,7525
6653,5/12/2020,1,7949
6654,5/12/2020,2,7838
6655,5/12/2020,2,7855
6656,5/12/2020,1,7619
6657,5/12/2020,1,7965
6658,5/12/2020,3,7523
6659,5/12/2020,3,7992
6660,5/12/2020,1,7991
6661,5/12/2020,2,7513
6662,5/12/2020,2,7821
6663,5/12/2020,1,7887
6664,5/12/2020,1,7915
6665,5/12/2020,3,5449
6666,5/12/2020,1,7159
6667,5/12/2020,2,5293
6668,5/12/2020,2,6698
6669,5/12/2020,3,7254
6670,5/12/2020,1,402
6671,5/12/2020,2,404
6672,5/12/2020,2,4893
6673,5/12/2020,2,4916
6674,5/12/2020,1,3224
6675,5/12/2020,3,4581
6676,5/12/2020,3,4596
6677,5/12/2020,4,4649
6678,5/13/2020,2,5451
6679,5/13/2020,3,7305
6680,5/13/2020,2,6947
6681,5/13/2020,3,7027
6682,5/13/2020,3,5425
6683,5/13/2020,1,5291
6684,5/13/2020,2,5427
6685,5/13/2020,3,4312
6686,5/13/2020,5,4938
6687,5/13/2020,2,4226
6688,5/13/2020,1,4576
6689,5/14/2020,2,5407
6690,5/14/2020,1,4037
6691,5/14/2020,1,2503
6692,5/14/2020,2,4745
6693,5/14/2020,3,4886
6694,5/14/2020,6,4949
6695,5/14/2020,1,3441
6696,5/14/2020,5,3457
6697,5/14/2020,3,4269
6698,5/14/2020,2,4601
6699,5/14/2020,1,4644
6700,5/14/2020,3,5341
6701,5/14/2020,2,2276
6702,5/14/2020,3,2303
6703,5/14/2020,2,3894
6704,5/15/2020,1,5294
6705,5/15/2020,2,5265
6706,5/15/2020,3,6134
6707,5/15/2020,1,2926
6708,5/15/2020,1,4296
6709,5/15/2020,1,4574
6710,5/15/2020,11,4266
6711,5/15/2020,2,4643
6712,5/15/2020,3,6942
6713,5/16/2020,3,5432
6714,5/16/2020,1,5442
6715,5/16/2020,3,5262
6716,5/16/2020,1,6788
6717,5/16/2020,2,6831
6718,5/16/2020,3,6832
6719,5/16/2020,1,3387
6720,5/16/2020,3,5666
6721,5/16/2020,3,2252
6722,5/16/2020,3,421
6723,5/16/2020,1,4437
6724,5/16/2020,3,4592
6725,5/16/2020,3,5355
6726,5/16/2020,2,5373
6727,5/17/2020,1,5260
6728,5/17/2020,3,6943
6729,5/17/2020,1,5409
6730,5/17/2020,2,5268
6731,5/17/2020,3,1814
6732,5/17/2020,3,2254
6733,5/17/2020,2,4902
6734,5/17/2020,2,4903
6735,5/17/2020,3,4919
6736,5/17/2020,3,5559
6737,5/17/2020,3,3440
6738,5/17/2020,3,4440
6739,5/17/2020,4,4589
6740,5/17/2020,3,4646
6741,5/17/2020,5,2459
6742,5/18/2020,1,7174
6743,5/18/2020,1,7128
6744,5/18/2020,2,3326
6745,5/18/2020,7,4360
6746,5/18/2020,3,383
6747,5/18/2020,2,3452
6748,5/18/2020,3,4230
6749,5/18/2020,1,2304
6750,5/18/2020,10,2370
6751,5/19/2020,3,7178
6752,5/19/2020,3,7136
6753,5/19/2020,2,7142
6754,5/19/2020,1,5270
6755,5/19/2020,2,5275
6756,5/19/2020,2,2451
6757,5/19/2020,2,5161
6758,5/19/2020,2,407
6759,5/19/2020,3,418
6760,5/19/2020,1,4898
6761,5/19/2020,3,3454
6762,5/19/2020,3,3217
6763,5/19/2020,1,4725
6764,5/19/2020,10,4224
6765,5/19/2020,2,2362
6766,5/20/2020,2,5434
6767,5/20/2020,1,5423
6768,5/20/2020,3,6673
6769,5/20/2020,3,4945
6770,5/20/2020,1,3422
6771,5/20/2020,2,3434
6772,5/20/2020,3,3128
6773,5/20/2020,1,2373
6774,5/21/2020,7,6941
6775,5/21/2020,2,2079
6776,5/21/2020,3,2913
6777,5/21/2020,8,1874
6778,5/21/2020,3,3135
6779,5/21/2020,1,4648
6780,5/22/2020,9,6930
6781,5/22/2020,2,3569
6782,5/22/2020,2,691
6783,5/22/2020,1,2428
6784,5/22/2020,1,403
6785,5/22/2020,1,417
6786,5/22/2020,8,3439
6787,5/22/2020,3,4617
6788,5/22/2020,1,3129
6789,5/22/2020,3,4727
6790,5/22/2020,3,4220
6791,5/22/2020,8,4436
6792,5/23/2020,1,5417
6793,5/23/2020,2,5274
6794,5/23/2020,3,5282
6795,5/23/2020,3,6780
6796,5/23/2020,2,4857
6797,5/23/2020,1,2493
6798,5/23/2020,1,4724
6799,5/23/2020,1,4228
6800,5/23/2020,3,4439
6801,5/23/2020,2,2460
6802,5/23/2020,1,5354
6803,5/23/2020,2,5357
6804,5/23/2020,3,2366
6805,5/24/2020,3,7167
6806,5/24/2020,2,4345
6807,5/24/2020,4,5047
6808,5/24/2020,3,6426
6809,5/24/2020,1,4222
6810,5/24/2020,2,5348
6811,5/24/2020,1,5350
6812,5/24/2020,1,5372
6813,5/24/2020,3,1808
6814,5/25/2020,10,5290
6815,5/25/2020,3,6828
6816,5/25/2020,2,5271
6817,5/25/2020,1,5921
6818,5/25/2020,2,5362
6819,5/25/2020,8,2253
6820,5/25/2020,3,4894
6821,5/25/2020,3,3450
6822,5/25/2020,3,3140
6823,5/25/2020,2,4263
6824,5/25/2020,7,5356
6825,5/25/2020,2,4579
6826,5/26/2020,3,7029
6827,5/26/2020,1,5448
6828,5/26/2020,3,3449
6829,5/26/2020,1,3215
6830,5/26/2020,3,3220
6831,5/26/2020,3,4718
6832,5/26/2020,1,4227
6833,5/26/2020,3,4645
6834,5/26/2020,6,2364
6835,5/27/2020,3,5455
6836,5/27/2020,1,5433
6837,5/27/2020,1,3170
6838,5/27/2020,6,3453
6839,5/27/2020,4,3420
6840,5/27/2020,6,3435
6841,5/27/2020,1,4215
6842,5/27/2020,1,4426
6843,5/28/2020,2,7626
6844,5/28/2020,7,5426
6845,5/28/2020,10,2987
6846,5/28/2020,1,1875
6847,5/28/2020,1,411
6848,5/28/2020,2,5344
6849,5/28/2020,9,5368
6850,5/28/2020,1,2363
6851,5/29/2020,1,5416
6852,5/29/2020,1,2367
6853,5/30/2020,2,7622
6854,5/30/2020,1,5420
6855,5/30/2020,3,1826
6856,5/30/2020,3,4905
6857,5/30/2020,2,4216
6858,5/30/2020,3,4647
6859,5/30/2020,10,5425
6860,5/31/2020,3,7137
6861,5/31/2020,1,6935
6862,5/31/2020,3,5266
6863,5/31/2020,1,5281
6864,5/31/2020,1,6781
6865,5/31/2020,2,1861
6866,5/31/2020,3,4915
6867,5/31/2020,1,3448
6868,5/31/2020,1,5342
6869,5/31/2020,2,2379
6870,6/1/2020,3,7161
6871,6/1/2020,1,5297
6872,6/1/2020,1,5116
6873,6/1/2020,3,2766
6874,6/1/2020,3,2916
6875,6/1/2020,1,410
6876,6/1/2020,1,1827
6877,6/1/2020,2,2462
6878,6/1/2020,3,2464
6879,6/1/2020,7,5343
6880,6/2/2020,3,2707
6881,6/2/2020,2,5263
6882,6/2/2020,2,1846
6883,6/2/2020,2,1807
6884,6/2/2020,5,3443
6885,6/2/2020,1,3223
6886,6/2/2020,5,4723
6887,6/2/2020,1,4588
